?intervention	?interventionLabel
<http://www.wikidata.org/entity/Q27108147>	"(Z)-N-{2-[({5-[(dimethylamino)methyl]-2-furanyl}methyl)thio]ethyl}-N′-methyl-2-nitro-1,1-ethenediamine hydrochloride"@en
<http://www.wikidata.org/entity/Q27108214>	"salvianolic acid a"@en
<http://www.wikidata.org/entity/Q27126379>	"sildenafil citrate"@en
<http://www.wikidata.org/entity/Q27256351>	"simendan"@en
<http://www.wikidata.org/entity/Q27256234>	"racepinephrine hydrochloride"@en
<http://www.wikidata.org/entity/Q27260891>	"lansoprazole N-oxide"@en
<http://www.wikidata.org/entity/Q27260414>	"dianhydrogalactitol"@en
<http://www.wikidata.org/entity/Q27259614>	"ticagrelor hydrochloride"@en
<http://www.wikidata.org/entity/Q27225729>	"atomoxetine hydrochloride"@en
<http://www.wikidata.org/entity/Q27149808>	"9-aminocamptothecin"@en
<http://www.wikidata.org/entity/Q27162952>	"tiotropium bromide"@en
<http://www.wikidata.org/entity/Q27231369>	"itasetron"@en
<http://www.wikidata.org/entity/Q27236700>	"flutemetamol"@en
<http://www.wikidata.org/entity/Q27236484>	"nikkomycin Z hydrochloride"@en
<http://www.wikidata.org/entity/Q27236503>	"biperiden lactate"@en
<http://www.wikidata.org/entity/Q27259224>	"sitagliptin phosphate"@en
<http://www.wikidata.org/entity/Q20817068>	"halobetasol propionate"@en
<http://www.wikidata.org/entity/Q20817188>	"pipecuronium"@en
<http://www.wikidata.org/entity/Q20817118>	"Histamine Phosphate"@en
<http://www.wikidata.org/entity/Q21820633>	"Lesinurad"@en
<http://www.wikidata.org/entity/Q27126475>	"fosinopril(1-)"@en
<http://www.wikidata.org/entity/Q27130957>	"scopolamine hydrobromide"@en
<http://www.wikidata.org/entity/Q27128288>	"methyl aminolevulinate hydrochloride"@en
<http://www.wikidata.org/entity/Q27132072>	"11alpha-hydroxyprogesterone 11-glucosiduronic acid"@en
<http://www.wikidata.org/entity/Q27126907>	"domperidone maleate"@en
<http://www.wikidata.org/entity/Q27260984>	"etoposide phosphate"@en
<http://www.wikidata.org/entity/Q27258678>	"raltegravir potassium"@en
<http://www.wikidata.org/entity/Q27257882>	"dmp-777"@en
<http://www.wikidata.org/entity/Q27257344>	"zuclomiphene"@en
<http://www.wikidata.org/entity/Q27256565>	"technetium Tc-99m mertiatide"@en
<http://www.wikidata.org/entity/Q27166812>	"tosedostat"@en
<http://www.wikidata.org/entity/Q27164953>	"flupentixol"@en
<http://www.wikidata.org/entity/Q27163080>	"(3S,5R,6S)-beta-cryptoxanthin 5,6-epoxide"@en
<http://www.wikidata.org/entity/Q22075835>	"somatostatin"@en
<http://www.wikidata.org/entity/Q23044263>	"lifitegrast"@en
<http://www.wikidata.org/entity/Q22075865>	"Technetium Tc-99m exametazime"@en
<http://www.wikidata.org/entity/Q22124685>	"L-methionine"@en
<http://www.wikidata.org/entity/Q22275022>	"epothilone biosynthetic process"@en
<http://www.wikidata.org/entity/Q22075875>	"Polaprezinc"@en
<http://www.wikidata.org/entity/Q23668732>	"acalabrutinib"@en
<http://www.wikidata.org/entity/Q27262132>	"methylprednisolone hemisuccinate"@en
<http://www.wikidata.org/entity/Q27266327>	"prednisolone 21-phosphate"@en
<http://www.wikidata.org/entity/Q27236856>	"trifarotene"@en
<http://www.wikidata.org/entity/Q27237004>	"tetrahydrouridine"@en
<http://www.wikidata.org/entity/Q27237315>	"hydroxyitraconazole"@en
<http://www.wikidata.org/entity/Q27252433>	"3,5-diiodothyropropionic acid"@en
<http://www.wikidata.org/entity/Q27252535>	"repinotan hydrochloride"@en
<http://www.wikidata.org/entity/Q27252764>	"fluoroazomycin arabinoside"@en
<http://www.wikidata.org/entity/Q27255961>	"almagate"@en
<http://www.wikidata.org/entity/Q27253660>	"clomethiazole edisylate"@en
<http://www.wikidata.org/entity/Q27255766>	"olopatadine hydrochloride"@en
<http://www.wikidata.org/entity/Q27254880>	"guadecitabine"@en
<http://www.wikidata.org/entity/Q27252312>	"trospium chloride"@en
<http://www.wikidata.org/entity/Q27253983>	"tiapride hydrochloride"@en
<http://www.wikidata.org/entity/Q27261285>	"technetium tc-99m sulfur colloid"@en
<http://www.wikidata.org/entity/Q27251094>	"furosemide sodium"@en
<http://www.wikidata.org/entity/Q27251441>	"verinurad"@en
<http://www.wikidata.org/entity/Q27252228>	"vaborbactam"@en
<http://www.wikidata.org/entity/Q27271976>	"amiodarone hydrochloride"@en
<http://www.wikidata.org/entity/Q27269010>	"sulpiride adamantanecarboxylate"@en
<http://www.wikidata.org/entity/Q27269802>	"betamethasone benzoate"@en
<http://www.wikidata.org/entity/Q27269230>	"ferrous succinate"@en
<http://www.wikidata.org/entity/Q27272066>	"bendamustine hydrochloride"@en
<http://www.wikidata.org/entity/Q27271005>	"clobetasone butyrate"@en
<http://www.wikidata.org/entity/Q27283244>	"erythromycin stearate"@en
<http://www.wikidata.org/entity/Q27284137>	"epinephryl borate"@en
<http://www.wikidata.org/entity/Q27262496>	"rivaroxaban diol"@en
<http://www.wikidata.org/entity/Q27262801>	"apatinib"@en
<http://www.wikidata.org/entity/Q27262637>	"vardenafil dihydrochloride"@en
<http://www.wikidata.org/entity/Q27262776>	"iproplatin"@en
<http://www.wikidata.org/entity/Q27264629>	"chloroquine phosphate"@en
<http://www.wikidata.org/entity/Q27264747>	"salmeterol xinafoate"@en
<http://www.wikidata.org/entity/Q27264013>	"penclomedine"@en
<http://www.wikidata.org/entity/Q27264459>	"hydroquinidine hydrochloride"@en
<http://www.wikidata.org/entity/Q27278862>	"prednisolone hemisuccinate"@en
<http://www.wikidata.org/entity/Q27276773>	"azd-3199"@en
<http://www.wikidata.org/entity/Q27276430>	"gw-328267"@en
<http://www.wikidata.org/entity/Q27275368>	"tinoridine"@en
<http://www.wikidata.org/entity/Q27275230>	"ferric gluconate"@en
<http://www.wikidata.org/entity/Q27275195>	"clindamycin palmitate"@en
<http://www.wikidata.org/entity/Q27285188>	"ro-23-7553"@en
<http://www.wikidata.org/entity/Q27284267>	"monophosphoryl lipid a"@en
<http://www.wikidata.org/entity/Q27285487>	"vesatolimod"@en
<http://www.wikidata.org/entity/Q27284724>	"ceftobiprole medocaril sodium"@en
<http://www.wikidata.org/entity/Q27263777>	"baclofen hydrochloride"@en
<http://www.wikidata.org/entity/Q27262959>	"ketoprofen lysine"@en
<http://www.wikidata.org/entity/Q27263339>	"qs-21"@en
<http://www.wikidata.org/entity/Q27285584>	"plerixafor octahydrochloride"@en
<http://www.wikidata.org/entity/Q27274109>	"veledimex"@en
<http://www.wikidata.org/entity/Q27274720>	"S-3304"@en
<http://www.wikidata.org/entity/Q27273855>	"haloperidol decanoate"@en
<http://www.wikidata.org/entity/Q28859602>	"clopidogrel / acetylsalicylic acid"@en
<http://www.wikidata.org/entity/Q27285633>	"risedronate sodium"@en
<http://www.wikidata.org/entity/Q27285931>	"octenidine"@en
<http://www.wikidata.org/entity/Q27288128>	"piperazine citrate"@en
<http://www.wikidata.org/entity/Q27287834>	"anecortave"@en
<http://www.wikidata.org/entity/Q27286805>	"10-deazaaminopterin"@en
<http://www.wikidata.org/entity/Q27274982>	"rimacalib"@en
<http://www.wikidata.org/entity/Q27274815>	"retinamide"@en
<http://www.wikidata.org/entity/Q27288139>	"penicillin g benzathine"@en
<http://www.wikidata.org/entity/Q27288520>	"acyline"@en
<http://www.wikidata.org/entity/Q27289243>	"lisdexamfetamine dimesylate"@en
<http://www.wikidata.org/entity/Q27289127>	"castor oil phosphate"@en
<http://www.wikidata.org/entity/Q27288192>	"esorubicin"@en
<http://www.wikidata.org/entity/Q29004943>	"Caelyx"@en
<http://www.wikidata.org/entity/Q28859632>	"fenofibrate / pravastatin"@en
<http://www.wikidata.org/entity/Q27278929>	"prasugrel hydrochloride"@en
<http://www.wikidata.org/entity/Q27289746>	"motesanib diphosphate"@en
<http://www.wikidata.org/entity/Q27289710>	"proroxan"@en
<http://www.wikidata.org/entity/Q27289962>	"metoprolol succinate"@en
<http://www.wikidata.org/entity/Q27294771>	"N-monoacetylcystine"@en
<http://www.wikidata.org/entity/Q27292049>	"technetium tc-99m pentetate"@en
<http://www.wikidata.org/entity/Q27292377>	"voruciclib"@en
<http://www.wikidata.org/entity/Q27293467>	"tropisetron mesylate"@en
<http://www.wikidata.org/entity/Q27292704>	"otamixaban hydrochloride"@en
<http://www.wikidata.org/entity/Q27294252>	"lorazepam acetate"@en
<http://www.wikidata.org/entity/Q27265681>	"bradykinin triacetate"@en
<http://www.wikidata.org/entity/Q27264956>	"delanzomib"@en
<http://www.wikidata.org/entity/Q27265085>	"ilorasertib"@en
<http://www.wikidata.org/entity/Q27882070>	"lurasidone hydrochloride"@en
<http://www.wikidata.org/entity/Q27280084>	"gallium citrate"@en
<http://www.wikidata.org/entity/Q27279801>	"desvenlafaxine succinate"@en
<http://www.wikidata.org/entity/Q27279527>	"porfiromycin"@en
<http://www.wikidata.org/entity/Q27279616>	"idrabiotaparinux"@en
<http://www.wikidata.org/entity/Q27281012>	"quinidine sulfate dihydrate"@en
<http://www.wikidata.org/entity/Q27280663>	"canertinib dihydrochloride"@en
<http://www.wikidata.org/entity/Q27868181>	"orengedokuto"@en
<http://www.wikidata.org/entity/Q27294820>	"givinostat hydrochloride"@en
<http://www.wikidata.org/entity/Q27281750>	"2-chloro-3'-deoxyadenosine"@en
<http://www.wikidata.org/entity/Q27281714>	"uprifosbuvir"@en
<http://www.wikidata.org/entity/Q27888052>	"atorvastatin calcium"@en
<http://www.wikidata.org/entity/Q39045244>	"cortisone acetate"@en
<http://www.wikidata.org/entity/Q27282248>	"dipyridamole tripiperidine"@en
<http://www.wikidata.org/entity/Q27281957>	"mk-0873"@en
<http://www.wikidata.org/entity/Q27282619>	"esomeprazole sodium"@en
<http://www.wikidata.org/entity/Q27888058>	"olmesartan medoxomil"@en
<http://www.wikidata.org/entity/Q40207875>	"antiviral agent"@en
<http://www.wikidata.org/entity/Q39045292>	"canrenoic acid"@en
<http://www.wikidata.org/entity/Q39053484>	"artesunate/pyronaridine"@en
<http://www.wikidata.org/entity/Q39045318>	"Clocortolone pivalate"@en
<http://www.wikidata.org/entity/Q27888393>	"abiraterone acetate"@en
<http://www.wikidata.org/entity/Q44793182>	"fluoride"@en
<http://www.wikidata.org/entity/Q28208734>	"Enclomifene"@en
<http://www.wikidata.org/entity/Q27896019>	"ensartinib"@en
<http://www.wikidata.org/entity/Q27895417>	"ivosidenib"@en
<http://www.wikidata.org/entity/Q27896127>	"f-901318"@en
<http://www.wikidata.org/entity/Q28209017>	"erenumab"@en
<http://www.wikidata.org/entity/Q28163641>	"pulmonary surfactant"@en
<http://www.wikidata.org/entity/Q28209496>	"remdesivir"@en
<http://www.wikidata.org/entity/Q27282934>	"ritobegron"@en
<http://www.wikidata.org/entity/Q27283015>	"mitolactol"@en
<http://www.wikidata.org/entity/Q28559278>	"Plecanatide"@en
<http://www.wikidata.org/entity/Q28851735>	"adefovir dipivoxil"@en
<http://www.wikidata.org/entity/Q48566702>	"Hydrocortisone / Neomycin / Polymyxin B"@en
<http://www.wikidata.org/entity/Q48566655>	"Enalapril / Hydrochlorothiazide"@en
<http://www.wikidata.org/entity/Q49872458>	"Ergocalciferols"@en
<http://www.wikidata.org/entity/Q48566781>	"Chlordiazepoxide / clidinium"@en
<http://www.wikidata.org/entity/Q48566776>	"ethinyl estradiol / norethindrone"@en
<http://www.wikidata.org/entity/Q48566783>	"acyclovir/hydrocortisone"@en
<http://www.wikidata.org/entity/Q50429626>	"immunological antineoplastic agent"@en
<http://www.wikidata.org/entity/Q48566808>	"Amlodipine / atorvastatin"@en
<http://www.wikidata.org/entity/Q48566819>	"Omeprazole / Sodium Bicarbonate"@en
<http://www.wikidata.org/entity/Q50429947>	"postcoital contraceptives"@en
<http://www.wikidata.org/entity/Q50315890>	"chelating agent"@en
<http://www.wikidata.org/entity/Q50315992>	"HIV protease inhibitors"@en
<http://www.wikidata.org/entity/Q50265665>	"insulin"@en
<http://www.wikidata.org/entity/Q50429983>	"estrogen antagonist"@en
<http://www.wikidata.org/entity/Q50429959>	"neuromuscular nondepolarizing agents"@en
<http://www.wikidata.org/entity/Q50430050>	"hormones, hormone substitutes, and hormone antagonists"@en
<http://www.wikidata.org/entity/Q50430176>	"antithyroid agents"@en
<http://www.wikidata.org/entity/Q50430226>	"serotonergic agent"@en
<http://www.wikidata.org/entity/Q50430223>	"peripheral nervous system agent"@en
<http://www.wikidata.org/entity/Q50430133>	"progestins"@en
<http://www.wikidata.org/entity/Q50430151>	"renal agents"@en
<http://www.wikidata.org/entity/Q50430184>	"neurotransmitter uptake inhibitor"@en
<http://www.wikidata.org/entity/Q50430229>	"adrenergic agent"@en
<http://www.wikidata.org/entity/Q50430231>	"cholinergic agent"@en
<http://www.wikidata.org/entity/Q47495694>	"(17R)-norethindrone acetate"@en
<http://www.wikidata.org/entity/Q47487562>	"dexmethylphenidate hydrochloride"@en
<http://www.wikidata.org/entity/Q50349184>	"immunologic factor"@en
<http://www.wikidata.org/entity/Q50377192>	"hypnotics and sedatives"@en
<http://www.wikidata.org/entity/Q29005900>	"Genvoya"@en
<http://www.wikidata.org/entity/Q29005788>	"Emselex"@en
<http://www.wikidata.org/entity/Q47495766>	"D-Glucose, 2-deoxy-2-[[(methylnitrosoamino)carbonyl]amino]-"@en
<http://www.wikidata.org/entity/Q47495783>	"(−)-selegiline"@en
<http://www.wikidata.org/entity/Q47522000>	"Plasma-lyte 148"@en
<http://www.wikidata.org/entity/Q48566653>	"Albuterol / Ipratropium"@en
<http://www.wikidata.org/entity/Q28859601>	"alendronate sodium trihydrate / colecalciferol"@en
<http://www.wikidata.org/entity/Q31948091>	"beclometasone"@en
<http://www.wikidata.org/entity/Q29006047>	"Ixiaro"@en
<http://www.wikidata.org/entity/Q29782697>	"nmrk1"@en
<http://www.wikidata.org/entity/Q28852424>	"human immunoglobulin g"@en
<http://www.wikidata.org/entity/Q28852444>	"desirudin"@en
<http://www.wikidata.org/entity/Q28856123>	"dalbavancin hydrochloride"@en
<http://www.wikidata.org/entity/Q50316261>	"adrenergic beta-agonists"@en
<http://www.wikidata.org/entity/Q50316504>	"HIV Integrase Inhibitors"@en
<http://www.wikidata.org/entity/Q50377200>	"phytogenic antineoplastic agents"@en
<http://www.wikidata.org/entity/Q50429535>	"orexin receptor antagonists"@en
<http://www.wikidata.org/entity/Q48566757>	"Bisoprolol / Hydrochlorothiazide"@en
<http://www.wikidata.org/entity/Q48566764>	"p-Hydroxyamphetamine / Tropicamide"@en
<http://www.wikidata.org/entity/Q50430271>	"Anesthetics, Combined"@en
<http://www.wikidata.org/entity/Q50430087>	"mitogens"@en
<http://www.wikidata.org/entity/Q50430113>	"oxytocics"@en
<http://www.wikidata.org/entity/Q50430101>	"neuromuscular blocking agents"@en
<http://www.wikidata.org/entity/Q50429939>	"combined oral contraceptives"@en
<http://www.wikidata.org/entity/Q50430266>	"hormonal antineoplastic agents"@en
<http://www.wikidata.org/entity/Q50430264>	"anti-allergic agents"@en
<http://www.wikidata.org/entity/Q50430246>	"second-generation antidepressive agents"@en
<http://www.wikidata.org/entity/Q50430265>	"anti-asthmatic agents"@en
<http://www.wikidata.org/entity/Q34045790>	"Antitussive agents as N-methylaspartate antagonists: further studies"@en
<http://www.wikidata.org/entity/Q50429941>	"oral hormonal contraceptives"@en
<http://www.wikidata.org/entity/Q50377179>	"topoisomerase I inhibitors"@en
<http://www.wikidata.org/entity/Q50377188>	"local anti-infective agent"@en
<http://www.wikidata.org/entity/Q50429865>	"Antimetabolites"@en
<http://www.wikidata.org/entity/Q50429629>	"Abuse-Deterrent Formulations"@en
<http://www.wikidata.org/entity/Q50429823>	"anesthesia adjuvants"@en
<http://www.wikidata.org/entity/Q50573431>	"Contact Lens Solutions"@en
<http://www.wikidata.org/entity/Q50573421>	"Hemodialysis Solutions"@en
<http://www.wikidata.org/entity/Q50573442>	"Nonsteroidal Anti-Androgens"@en
<http://www.wikidata.org/entity/Q50429910>	"cariostatic agent"@en
<http://www.wikidata.org/entity/Q50429922>	"cholagogues and choleretics"@en
<http://www.wikidata.org/entity/Q50573636>	"fibrinolytic agents"@en
<http://www.wikidata.org/entity/Q50840582>	"Angiotensin II"@en
<http://www.wikidata.org/entity/Q50377190>	"neuroprotective agent"@en
<http://www.wikidata.org/entity/Q50377189>	"urinary anti-infective agents"@en
<http://www.wikidata.org/entity/Q50573405>	"cardioplegic solutions"@en
<http://www.wikidata.org/entity/Q50573407>	"folic acid antagonists"@en
<http://www.wikidata.org/entity/Q50430502>	"Cytochrome P-450 CYP1A2 Inhibitors"@en
<http://www.wikidata.org/entity/Q50430506>	"Cytochrome P-450 CYP2C9 Inhibitors"@en
<http://www.wikidata.org/entity/Q50430479>	"calcineurin inhibitors"@en
<http://www.wikidata.org/entity/Q50430512>	"Cytochrome P-450 CYP3A Inhibitors"@en
<http://www.wikidata.org/entity/Q50430508>	"Cytochrome P-450 CYP2D6 Inhibitors"@en
<http://www.wikidata.org/entity/Q50430487>	"aromatic amino acid decarboxylase inhibitors"@en
<http://www.wikidata.org/entity/Q50430501>	"Cytochrome P-450 Enzyme Inhibitors"@en
<http://www.wikidata.org/entity/Q50430507>	"Cytochrome P-450 CYP2C19 Inhibitors"@en
<http://www.wikidata.org/entity/Q50430500>	"Estrogen Receptor Antagonists"@en
<http://www.wikidata.org/entity/Q50573413>	"Root Canal Irrigants"@en
<http://www.wikidata.org/entity/Q50430244>	"intravenous anesthetics"@en
<http://www.wikidata.org/entity/Q58758236>	"Tetanus Antitoxin; Its Preparation and Properties"@en
<http://www.wikidata.org/entity/Q58863345>	"Carbonic anhydrase inhibitors"@en
<http://www.wikidata.org/entity/Q58814178>	"17 alpha-hydroxyprogesterone caproate does not prolong pregnancy or reduce the rate of preterm birth in women at high risk for preterm delivery and a short cervix: a randomized controlled trial"@en
<http://www.wikidata.org/entity/Q58973927>	"Penicillins"@en
<http://www.wikidata.org/entity/Q58523372>	"Heptavalent Pneumococcal Conjugate Vaccine"@en
<http://www.wikidata.org/entity/Q58723670>	"Emetics and Nauseants"@en
<http://www.wikidata.org/entity/Q58854638>	"Antiprotozoal agents as water soluble singlet oxygen photosensitizers: Imidazo[1,2-a]pyridine and 5,6,7,8-tetrahydro-imidazo[1,2-a]pyridine derivatives"@en
<http://www.wikidata.org/entity/Q58844625>	"Antiparasitic agents"@en
<http://www.wikidata.org/entity/Q58830693>	"COLD AGGLUTININS, THE DIRECT COOMBS' TEST AND SERUM IMMUNOGLOBULINS IN MYCOPLASMA PNEUMONIAE INFECTION"@en
<http://www.wikidata.org/entity/Q59056118>	"Histamine Antagonists"@en
<http://www.wikidata.org/entity/Q58981795>	"Enzyme Inhibitors"@en
<http://www.wikidata.org/entity/Q59488357>	"Serotonin uptake inhibitors attenuate ethanol intake in humans"@en
<http://www.wikidata.org/entity/Q56090295>	"tanshinone"@en
<http://www.wikidata.org/entity/Q56363387>	"Chloroquine diphosphate bearing dextran nanoparticles augmented drug delivery and overwhelmed drug resistance in Plasmodium falciparum parasites"@en
<http://www.wikidata.org/entity/Q55952250>	"Histone Deacetylase Inhibitors"@en
<http://www.wikidata.org/entity/Q56429438>	"Spironolactone"@en
<http://www.wikidata.org/entity/Q55641547>	"ravulizumab"@en
<http://www.wikidata.org/entity/Q56719288>	"metamizole"@en
<http://www.wikidata.org/entity/Q66559285>	"immunoglobulin"@en
<http://www.wikidata.org/entity/Q61954719>	"bacitracin"@en
<http://www.wikidata.org/entity/Q60269771>	"Liver Extracts in the Treatment of Malignant Disease"@en
<http://www.wikidata.org/entity/Q64085233>	"Retinol palmitate protects against myocardial ischemia/reperfusion injury via reducing oxidative stress and inhibiting apoptosis"@en
<http://www.wikidata.org/entity/Q107401561>	"MP0420"@en
<http://www.wikidata.org/entity/Q110495073>	"weight loss treatment"@en
<http://www.wikidata.org/entity/Q110533402>	"computer glasses"@en
<http://www.wikidata.org/entity/Q56855890>	"Factor Xa inhibitors [extracellular region]"@en
<http://www.wikidata.org/entity/Q58086618>	"Radiopharmaceuticals"@en
<http://www.wikidata.org/entity/Q58125727>	"Hypoglycemic Agents: Micro-Determination by Highly Sensitive and Validated Spectrophotometric Techniques"@en
<http://www.wikidata.org/entity/Q57694897>	"SurveyCrest"@en
<http://www.wikidata.org/entity/Q57271764>	"turmeric extract"@en
<http://www.wikidata.org/entity/Q50430310>	"anti-retroviral agent"@en
<http://www.wikidata.org/entity/Q50430307>	"Angiogenesis Modulating Agents"@en
<http://www.wikidata.org/entity/Q50430282>	"leukotriene antagonists"@en
<http://www.wikidata.org/entity/Q50430308>	"angiogenesis inducing agents"@en
<http://www.wikidata.org/entity/Q50430305>	"non-sedating histamine H1 antagonists"@en
<http://www.wikidata.org/entity/Q50430348>	"Viscosupplements"@en
<http://www.wikidata.org/entity/Q50430355>	"angiotensin receptor antagonists"@en
<http://www.wikidata.org/entity/Q50430343>	"Histamine H3 Antagonists"@en
<http://www.wikidata.org/entity/Q50430323>	"Sodium Chloride Symporter Inhibitors"@en
<http://www.wikidata.org/entity/Q50430312>	"natriuretic agent"@en
<http://www.wikidata.org/entity/Q50430332>	"complement inactivating agents"@en
<http://www.wikidata.org/entity/Q50430324>	"Sodium Potassium Chloride Symporter Inhibitors"@en
<http://www.wikidata.org/entity/Q72481170>	"Heparin calcium"@en
<http://www.wikidata.org/entity/Q69523775>	"Fluorides, Topical"@en
<http://www.wikidata.org/entity/Q69754413>	"2-amino-6-chloropyridine"@en
<http://www.wikidata.org/entity/Q67999591>	"complement system proteins"@en
<http://www.wikidata.org/entity/Q58414129>	"Caseins in emulsions: interfacial properties and interactions"@en
<http://www.wikidata.org/entity/Q72502485>	"Propolis"@en
<http://www.wikidata.org/entity/Q72513759>	"bupivacaine"@en
<http://www.wikidata.org/entity/Q57479462>	"Laxatives"@en
<http://www.wikidata.org/entity/Q57528086>	"Osteoarthritis of the Knee"@en
<http://www.wikidata.org/entity/Q57778960>	"Protective Agents in Parkinson's Disease: Caffeine and Adenosine A2A Receptor Antagonists"@en
<http://www.wikidata.org/entity/Q57664607>	"Photosensitizing agents and the risk of non-melanoma skin cancer: a population-based case-control study"@en
<http://www.wikidata.org/entity/Q57980054>	"Kininogens and kallikrein in pruritic papular eruption"@en
<http://www.wikidata.org/entity/Q57742876>	"baloxavir"@en
<http://www.wikidata.org/entity/Q75007385>	"ferric compounds"@en
<http://www.wikidata.org/entity/Q73902577>	"artemisinins"@en
<http://www.wikidata.org/entity/Q73411935>	"GM604"@en
<http://www.wikidata.org/entity/Q75011022>	"indoleacetic acids"@en
<http://www.wikidata.org/entity/Q50430478>	"Bradykinin B2 Receptor Antagonists"@en
<http://www.wikidata.org/entity/Q72516593>	"cefprozil"@en
<http://www.wikidata.org/entity/Q80109553>	"Trastuzumab deruxtecan"@en
<http://www.wikidata.org/entity/Q72515323>	"Carbomer 940"@en
<http://www.wikidata.org/entity/Q73112927>	"neurotransmitter agent"@en
<http://www.wikidata.org/entity/Q50430474>	"glycoside hydrolase inhibitors"@en
<http://www.wikidata.org/entity/Q50430422>	"Adenosine A1 Receptor Antagonists"@en
<http://www.wikidata.org/entity/Q50430434>	"phosphodiesterase 5 inhibitors"@en
<http://www.wikidata.org/entity/Q50430436>	"Phosphodiesterase 4 Inhibitors"@en
<http://www.wikidata.org/entity/Q50430371>	"adrenergic alpha-1 receptor antagonists"@en
<http://www.wikidata.org/entity/Q50430424>	"Adenosine A3 Receptor Antagonists"@en
<http://www.wikidata.org/entity/Q50430438>	"androgen receptor antagonists"@en
<http://www.wikidata.org/entity/Q50430470>	"Acetylcholine Release Inhibitors"@en
<http://www.wikidata.org/entity/Q50430427>	"purinergic P2 receptor antagonists"@en
<http://www.wikidata.org/entity/Q50430409>	"Adenosine A1 Receptor Agonists"@en
<http://www.wikidata.org/entity/Q50430379>	"GABA-B Receptor Agonists"@en
<http://www.wikidata.org/entity/Q50430451>	"Caspase Inhibitors"@en
<http://www.wikidata.org/entity/Q50430358>	"parenteral nutrition solutions"@en
<http://www.wikidata.org/entity/Q50430364>	"Adrenergic alpha-2 Receptor Agonists"@en
<http://www.wikidata.org/entity/Q50430357>	"angiotensin II type 2 receptor blockers"@en
<http://www.wikidata.org/entity/Q84263196>	"COVID-19"@en
<http://www.wikidata.org/entity/Q78458299>	"Prolactin Release-Inhibiting Factors"@en
<http://www.wikidata.org/entity/Q83016404>	"Angiopeptin"@en
<http://www.wikidata.org/entity/Q75011930>	"opiate akaloids"@en
<http://www.wikidata.org/entity/Q76121916>	"HIV Antibodies"@en
<http://www.wikidata.org/entity/Q76529965>	"Dideoxynucleosides"@en
<http://www.wikidata.org/entity/Q81984360>	"Triptorelin pamoate"@en
<http://www.wikidata.org/entity/Q76832137>	"poly I-C"@en
<http://www.wikidata.org/entity/Q75085996>	"Plasminogen Inactivators"@en
<http://www.wikidata.org/entity/Q77201006>	"Immunoglobulin Fc Fragments"@en
<http://www.wikidata.org/entity/Q76120612>	"bispecific antibodies"@en
<http://www.wikidata.org/entity/Q75192022>	"zanubrutinib"@en
<http://www.wikidata.org/entity/Q76541752>	"Biphasic Insulins"@en
<http://www.wikidata.org/entity/Q75838616>	"hepatitis C antibodies"@en
<http://www.wikidata.org/entity/Q76707266>	"long-acting insulin"@en
<http://www.wikidata.org/entity/Q76855158>	"Insulin, Short-Acting"@en
<http://www.wikidata.org/entity/Q97154240>	"tozinameran"@en
<http://www.wikidata.org/entity/Q98270627>	"Gam-COVID-Vac"@en
<http://www.wikidata.org/entity/Q97154237>	"COVAX-19"@en
<http://www.wikidata.org/entity/Q107279954>	"Respecting Choices"@en
<http://www.wikidata.org/entity/Q106943333>	"sotrovimab"@en
<http://www.wikidata.org/entity/Q100391783>	"bamlanivimab"@en
<http://www.wikidata.org/entity/Q100391844>	"LY-CoV016"@en
<http://www.wikidata.org/entity/Q105209484>	"convalescent plasma"@en
<http://www.wikidata.org/entity/Q107401559>	"BRII-196/BRII-198"@en
<http://www.wikidata.org/entity/Q87775025>	"mRNA-1273 vaccine"@en
<http://www.wikidata.org/entity/Q95042269>	"AZD1222"@en
<http://www.wikidata.org/entity/Q88454408>	"Xuebijing"@en
<http://www.wikidata.org/entity/Q96376832>	"molnupiravir"@en
<http://www.wikidata.org/entity/Q95375726>	"Thoracoscopic sympathicotomy"@en
<http://www.wikidata.org/entity/Q97154232>	"Institute of Medical Biology COVID-19 vaccine candidate"@en
<http://www.wikidata.org/entity/Q96695265>	"Ad5-nCoV"@en
<http://www.wikidata.org/entity/Q96695266>	"INO-4800"@en
<http://www.wikidata.org/entity/Q97154238>	"SCB-2019"@en
<http://www.wikidata.org/entity/Q99328880>	"casirivimab/imdevimab"@en
<http://www.wikidata.org/entity/Q97732199>	"pralsetinib"@en
<http://www.wikidata.org/entity/Q97154235>	"NVX-CoV2373"@en
<http://www.wikidata.org/entity/Q97154233>	"CoronaVac"@en
